info_id,emp_id,number_consumers,dining_table_id,dining_table_name,expenditure,dishes_count,accounts_payable,use_start_time,lock_time,org_id,order_status,phone
1140,1086,2,1482,1003,298,7,298,2016/8/28 18:56,2016/8/28 19:07,330,1,18688880304
171,1463,3,1403,1004,299,10,299,2016/8/2 13:51,2016/8/2 14:00,328,1,18688880662
859,1394,4,1483,1004,300,9,300,2016/8/20 12:23,2016/8/20 12:32,330,1,18688880593
549,1098,4,1483,1004,300,11,300,2016/8/27 21:50,2016/8/27 21:58,330,1,18688880308
492,1129,9,1509,1030,301,3,301,2016/8/3 18:14,2016/8/3 18:32,330,1,18688880258
421,1225,4,1484,1005,301,9,301,2016/8/12 13:22,2016/8/12 13:28,330,1,18688880423
1048,1124,6,1488,1009,301,7,301,2016/8/14 20:55,2016/8/14 20:27,330,1,18688880217
851,986,6,1486,1007,301,12,301,2016/8/20 11:15,2016/8/20 11:22,330,1,18688880005
791,1288,2,1482,1003,301,8,301,2016/8/21 14:00,2016/8/21 14:11,330,1,18688880487
260,990,4,1421,1022,302,9,302,2016/8/2 12:35,2016/8/2 12:53,328,1,18688880009
216,996,4,1406,1007,303,8,303,2016/8/20 12:37,2016/8/20 12:47,328,1,18688880015
307,1002,3,1414,1006,303,7,303,2016/8/22 13:29,2016/8/22 13:34,328,1,18688880021
329,1001,4,1421,1022,303,12,303,2016/8/27 12:59,2016/8/27 13:15,328,1,18688880020
461,1075,3,1484,1005,303,8,303,2016/8/30 21:46,2016/8/30 21:56,330,1,18688880101
422,1113,8,1490,1011,304,7,304,2016/8/10 11:11,2016/8/10 11:29,330,1,18688880192
719,1162,2,1482,1003,306,7,306,2016/8/2 19:22,2016/8/2 19:38,330,1,18688880291
1238,1205,5,1486,1007,306,12,306,2016/8/20 19:09,2016/8/20 19:15,330,1,18688880404
527,1106,2,1483,1004,306,7,306,2016/8/24 19:47,2016/8/24 19:57,330,1,18688880211
712,1148,5,1487,1008,307,13,307,2016/8/6 18:46,2016/8/6 18:51,330,1,18688880225
646,1582,6,1489,1010,307,9,307,2016/8/15 20:37,2016/8/15 20:52,330,1,18688880781
804,1154,4,1484,1005,307,7,307,2016/8/20 13:25,2016/8/20 13:32,330,1,18688880227
863,1008,5,1486,1007,307,5,307,2016/8/28 12:26,2016/8/28 12:32,330,1,18688880027
1183,1130,6,1486,1007,308,6,308,2016/8/20 20:49,2016/8/20 21:05,330,1,18688880219
1253,1129,6,1489,1010,308,8,308,2016/8/21 19:12,2016/8/21 19:22,330,1,18688880119
644,1161,3,1500,1021,309,5,309,2016/8/15 20:37,2016/8/15 20:47,330,1,18688880290
1154,1012,6,1488,1009,309,7,309,2016/8/20 21:31,2016/8/20 21:41,330,1,18688880031
904,1420,5,1487,1008,310,9,310,2016/8/14 20:55,2016/8/14 21:03,330,1,18688880619
869,1576,4,1484,1005,311,13,311,2016/8/20 12:18,2016/8/20 12:30,330,1,18688880775
1127,1022,6,1486,1007,312,6,312,2016/8/27 17:58,2016/8/27 17:59,330,1,18688880041
774,1138,3,1500,1021,314,8,314,2016/8/10 21:50,2016/8/10 22:04,330,1,18688880122
768,1515,4,1502,1023,314,10,314,2016/8/13 20:58,2016/8/13 21:08,330,1,18688880714
1008,1574,4,1483,1004,315,5,315,2016/8/7 17:55,2016/8/7 18:08,330,1,18688880773
366,1159,7,473,1015,317,7,317,2016/8/11 11:47,,304,0,18688880288
1075,1202,6,1486,1007,317,6,317,2016/8/13 21:55,2016/8/13 22:04,330,1,18688880401
1056,1298,8,1491,1012,317,8,317,2016/8/20 17:10,2016/8/20 17:21,330,1,18688880497
455,1018,4,1485,1006,317,6,317,2016/8/27 18:06,2016/8/27 18:15,330,1,18688880037
489,1147,5,1504,1025,318,7,318,2016/8/21 18:58,2016/8/21 19:04,330,1,18688880125
473,1254,5,1488,1009,319,13,319,2016/8/8 20:04,2016/8/8 20:19,330,1,18688880452
301,1095,3,1430,1031,321,6,321,2016/8/1 11:15,2016/8/1 11:31,328,1,18688880174
205,1017,3,1434,1007,321,8,321,2016/8/26 12:33,2016/8/26 12:51,328,1,18688880036
1223,1155,8,1516,1037,323,8,323,2016/8/27 20:56,2016/8/27 21:05,330,1,18688880327
1277,1130,6,1489,1010,324,10,324,2016/8/21 19:13,2016/8/21 19:28,330,1,18688880219
878,1453,3,1484,1005,325,8,325,2016/8/6 13:12,2016/8/6 13:48,330,1,18688880652
569,1143,6,1488,1009,326,9,326,2016/8/1 17:06,2016/8/1 17:18,330,1,18688880272
1222,1086,3,1484,1005,326,15,326,2016/8/21 20:25,2016/8/21 20:32,330,1,18688880304
756,1147,3,1489,1010,328,5,328,2016/8/14 19:33,2016/8/14 19:47,330,1,18688880125
814,1129,4,1484,1005,331,11,331,2016/8/6 11:49,2016/8/6 11:57,330,1,18688880119
531,1115,6,1480,1001,331,6,331,2016/8/21 21:42,2016/8/21 21:51,330,1,18688880214
511,1163,4,1484,1005,331,9,331,2016/8/24 19:08,2016/8/24 19:23,330,1,18688880230
688,1157,5,1489,1010,332,8,332,2016/8/2 21:04,2016/8/2 21:18,330,1,18688880286
686,1246,4,1502,1023,332,10,332,2016/8/12 20:22,2016/8/12 20:37,330,1,18688880444
266,990,5,1433,1034,335,8,335,2016/8/6 12:28,2016/8/6 12:39,328,1,18688880009
173,1486,4,1406,1007,336,12,336,2016/8/15 12:09,2016/8/15 12:23,328,1,18688880685
499,1157,4,1484,1005,337,10,337,2016/8/22 21:56,2016/8/22 22:08,330,1,18688880228
757,1148,3,1486,1007,337,6,337,2016/8/25 17:39,2016/8/25 17:51,330,1,18688880225
754,1149,4,1483,1004,338,10,338,2016/8/15 17:56,2016/8/15 18:14,330,1,18688880278
298,1098,5,1407,1008,341,10,341,2016/8/11 13:08,2016/8/11 13:20,328,1,18688880177
1022,1092,5,1487,1008,341,9,341,2016/8/21 18:29,2016/8/21 18:39,330,1,18688880306
700,1023,6,1487,1008,341,15,341,2016/8/28 19:08,2016/8/28 19:20,330,1,18688880042
530,1316,8,1516,1037,342,4,342,2016/8/20 19:44,2016/8/20 19:49,330,1,18688880515
615,1261,10,1499,1020,343,8,343,2016/8/3 18:51,2016/8/3 18:56,330,1,18688880459
894,1140,6,1487,1008,345,5,345,2016/8/6 11:20,2016/8/6 11:25,330,1,18688880269
652,1164,3,1485,1006,346,11,346,2016/8/5 18:53,2016/8/5 19:04,330,1,18688880293
1016,1578,3,1483,1004,346,10,346,2016/8/20 20:35,2016/8/20 20:47,330,1,18688880777
1312,1117,10,1496,1017,346,11,346,2016/8/27 20:37,2016/8/27 20:49,330,1,18688880115
1224,1106,3,1483,1004,347,11,347,2016/8/7 19:34,2016/8/7 19:39,330,1,18688880185
410,1131,2,1481,1002,347,9,347,2016/8/22 11:50,2016/8/22 12:01,330,1,18688880319
488,1110,8,1492,1013,349,8,349,2016/8/3 20:05,2016/8/3 20:25,330,1,18688880312
629,1267,2,1480,1001,349,13,349,2016/8/20 18:10,2016/8/20 18:23,330,1,18688880465
1252,1030,6,1487,1008,349,8,349,2016/8/21 21:04,2016/8/21 21:09,330,1,18688880049
823,1020,2,1482,1003,349,5,349,2016/8/28 13:40,2016/8/28 13:55,330,1,18688880039
636,1089,2,1480,1001,349,9,349,2016/8/30 20:52,2016/8/30 21:10,330,1,18688880305
649,1557,7,1496,1017,350,10,350,2016/8/3 21:23,2016/8/3 21:39,330,1,18688880756
845,1524,5,1489,1010,350,12,350,2016/8/20 12:22,2016/8/20 12:28,330,1,18688880723
1279,1248,4,1484,1005,351,11,351,2016/8/14 20:07,2016/8/14 20:17,330,1,18688880446
523,1086,8,1499,1020,351,9,351,2016/8/25 20:47,2016/8/25 20:58,330,1,18688880304
1287,1098,6,1486,1007,351,12,351,2016/8/28 18:12,2016/8/28 18:19,330,1,18688880308
689,1090,5,1489,1010,353,6,353,2016/8/15 21:48,2016/8/15 21:59,330,1,18688880106
792,1583,4,1484,1005,353,8,353,2016/8/21 13:20,2016/8/21 13:26,330,1,18688880782
1159,1153,4,1484,1005,354,5,354,2016/8/7 21:15,2016/8/7 21:20,330,1,18688880127
667,1128,10,1497,1018,354,11,354,2016/8/13 18:22,2016/8/13 18:27,330,1,18688880257
893,1581,2,1482,1003,355,6,355,2016/8/14 12:35,2016/8/14 12:45,330,1,18688880780
534,1132,2,1480,1001,356,10,356,2016/8/9 18:00,2016/8/9 18:08,330,1,18688880261
1065,1196,4,1484,1005,359,10,359,2016/8/13 17:22,2016/8/13 17:34,330,1,18688880375
829,1220,3,1483,1004,360,7,360,2016/8/6 13:16,2016/8/6 13:24,330,1,18688880419
1272,1155,6,1517,1038,360,11,360,2016/8/14 19:30,2016/8/14 19:35,330,1,18688880327
781,1089,6,1492,1013,361,10,361,2016/8/28 11:24,2016/8/28 11:36,330,1,18688880305
691,1087,10,1497,1018,363,8,363,2016/8/22 17:08,2016/8/22 17:15,330,1,18688880105
573,1337,4,1485,1006,364,9,364,2016/8/5 19:29,2016/8/5 19:44,330,1,18688880536
726,1145,4,1483,1004,364,12,364,2016/8/11 17:37,2016/8/11 17:42,330,1,18688880274
176,1017,4,1400,1005,365,7,365,2016/8/29 11:07,2016/8/29 11:21,328,1,18688880036
562,1552,8,1508,1029,366,7,366,2016/8/1 19:44,2016/8/1 19:57,330,1,18688880751
617,1107,4,1485,1006,368,11,368,2016/8/5 22:01,2016/8/5 22:07,330,1,18688880186
512,1122,8,1492,1013,368,9,368,2016/8/8 19:14,2016/8/8 19:28,330,1,18688880316
321,1001,4,1407,1008,369,14,369,2016/8/23 12:27,2016/8/23 12:35,328,1,18688880020
167,988,4,1404,1005,369,13,369,2016/8/24 13:41,2016/8/24 13:57,328,1,18688880007
864,1147,4,1483,1004,371,9,371,2016/8/28 13:06,2016/8/28 13:25,330,1,18688880125
1193,1548,2,1481,1002,373,13,373,2016/8/6 21:56,2016/8/6 22:05,330,1,18688880747
1201,1234,5,1487,1008,374,12,374,2016/8/7 18:29,2016/8/7 18:43,330,1,18688880432
795,1091,3,1484,1005,374,6,374,2016/8/20 11:16,2016/8/20 11:33,330,1,18688880206
906,1572,5,1489,1010,378,9,378,2016/8/7 17:41,2016/8/7 17:52,330,1,18688880771
453,987,5,1488,1009,378,14,378,2016/8/12 18:11,2016/8/21 18:26,330,1,18688880006
190,1480,6,1409,1010,378,10,378,2016/8/14 11:40,2016/8/14 11:53,328,1,18688880679
709,1119,4,1483,1004,378,9,378,2016/8/21 21:44,2016/8/21 21:48,330,1,18688880315
796,1092,5,1488,1009,378,8,378,2016/8/27 13:12,2016/8/27 13:24,330,1,18688880306
613,1451,3,1483,1004,379,9,379,2016/8/2 21:00,2016/8/2 21:10,330,1,18688880650
905,1142,6,1488,1009,379,9,379,2016/8/6 21:16,2016/8/6 21:24,330,1,18688880223
485,1266,9,1499,1020,379,10,379,2016/8/18 20:19,2016/8/18 20:24,330,1,18688880464
577,1150,7,1492,1013,380,7,380,2016/8/1 17:37,2016/8/1 17:50,330,1,18688880279
438,1260,4,1485,1006,380,10,380,2016/8/12 19:55,2016/8/12 20:08,330,1,18688880458
526,1203,8,1492,1013,380,6,380,2016/8/19 20:45,2016/8/19 20:58,330,1,18688880402
826,1131,4,1484,1005,383,6,383,2016/8/7 14:02,2016/8/7 14:09,330,1,18688880260
839,1140,4,1483,1004,383,8,383,2016/8/14 12:14,2016/8/14 12:24,330,1,18688880322
820,1584,4,1484,1005,383,10,383,2016/8/21 13:46,2016/8/21 14:00,330,1,18688880783
495,1149,3,1484,1005,386,9,386,2016/8/17 20:13,2016/8/17 20:24,330,1,18688880325
1040,1122,8,1490,1011,391,8,391,2016/8/27 19:22,2016/8/27 19:36,330,1,18688880316
759,1159,4,1484,1005,392,7,392,2016/8/9 21:42,2016/8/9 21:46,330,1,18688880288
281,997,4,1414,1022,394,21,394,2016/8/3 13:51,2016/8/3 14:09,328,1,18688880016
424,1548,8,1506,1027,394,11,394,2016/8/13 11:11,2016/8/13 11:16,330,1,18688880747
773,1193,4,1484,1005,395,12,395,2016/8/3 20:44,2016/8/3 20:57,330,1,18688880372
469,1111,4,1483,1004,397,9,397,2016/8/8 18:17,2016/8/8 18:21,330,1,18688880190
1013,1211,8,1492,1013,397,10,397,2016/8/13 20:23,2016/8/13 20:31,330,1,18688880410
506,1134,2,1480,1001,397,8,397,2016/8/18 17:26,2016/8/18 17:40,330,1,18688880263
1077,1126,8,1491,1012,397,4,397,2016/8/20 20:12,2016/8/20 20:20,330,1,18688880118
1053,1121,10,1498,1019,398,18,398,2016/8/7 17:42,2016/8/7 17:57,330,1,18688880250
568,1245,4,1483,1004,398,11,398,2016/8/7 18:21,2016/8/7 18:27,330,1,18688880443
435,1071,8,1508,1029,398,11,398,2016/8/23 13:05,2016/8/23 13:28,330,1,18688880096
1158,1029,4,1484,1005,399,8,399,2016/8/28 19:29,2016/8/28 19:43,330,1,18688880048
346,1520,5,1412,1013,401,10,401,2016/8/11 12:07,2016/8/11 12:22,328,1,18688880719
311,1086,4,1424,1025,402,12,402,2016/8/6 12:57,2016/8/6 13:13,328,1,18688880165
537,1378,8,1507,1028,403,11,403,2016/8/9 20:41,2016/8/9 20:47,330,1,18688880577
643,1503,7,1507,1028,403,14,403,2016/8/13 18:06,2016/8/13 18:12,330,1,18688880702
436,989,4,1483,1004,403,9,403,2016/8/20 19:03,2016/8/20 19:13,330,1,18688880008
457,1125,4,1503,1024,404,10,404,2016/8/13 19:23,2016/8/13 19:38,330,1,18688880317
1244,1433,4,1501,1022,404,15,404,2016/8/20 18:14,2016/8/20 18:24,330,1,18688880632
1107,1118,1,1481,1002,404,12,404,2016/8/27 19:27,2016/8/27 19:44,330,1,18688880215
872,1162,6,1489,1010,405,12,405,2016/8/6 13:47,2016/8/6 14:05,330,1,18688880130
1268,1553,8,1493,1014,405,11,405,2016/8/7 20:55,2016/8/7 21:12,330,1,18688880752
430,1465,4,1484,1005,405,13,405,2016/8/8 12:27,2016/8/8 12:32,330,1,18688880665
494,1310,10,1519,1040,405,15,405,2016/8/17 18:15,2016/8/17 18:30,330,1,18688880509
1216,1026,6,1488,1009,405,11,405,2016/8/27 17:50,2016/8/27 18:05,330,1,18688880045
553,1088,6,1505,1026,406,13,406,2016/8/16 17:18,2016/8/16 17:24,330,1,18688880205
676,1113,3,1485,1006,406,14,406,2016/8/24 19:34,2016/8/24 19:43,330,1,18688880313
682,1144,6,1489,1010,407,8,407,2016/8/5 18:24,2016/8/5 18:41,330,1,18688880273
751,1228,6,1486,1007,407,14,407,2016/8/9 17:37,2016/8/9 17:49,330,1,18688880426
503,1551,2,1482,1003,407,11,407,2016/8/19 21:46,2016/8/19 21:56,330,1,18688880750
1049,1123,4,1484,1005,408,11,408,2016/8/7 18:58,2016/8/7 18:46,330,1,18688880117
611,1098,4,1483,1004,408,8,408,2016/8/26 17:48,2016/8/26 18:05,330,1,18688880308
640,1291,2,1482,1003,409,9,409,2016/8/18 20:12,2016/8/18 20:27,330,1,18688880490
1023,1094,2,1482,1003,409,7,409,2016/8/21 19:58,2016/8/21 20:07,330,1,18688880207
736,1154,4,1500,1021,410,6,410,2016/8/18 18:51,2016/8/18 18:59,330,1,18688880227
868,1133,4,1484,1005,410,13,410,2016/8/27 12:38,2016/8/27 12:52,330,1,18688880220
609,1110,6,1489,1010,411,8,411,2016/8/23 17:58,2016/8/23 18:14,330,1,18688880312
595,1214,4,1512,1033,416,7,416,2016/8/10 17:33,2016/8/10 17:51,330,1,18688880413
400,1080,6,1486,1007,416,9,416,2016/8/24 11:16,2016/8/24 11:34,330,1,18688880302
1165,1163,2,1481,1002,416,11,416,2016/8/27 20:35,2016/8/27 20:47,330,1,18688880230
416,1117,2,1480,1001,418,12,418,2016/8/10 11:09,2016/8/10 11:17,330,1,18688880196
1014,1151,6,1486,1007,419,11,419,2016/8/7 20:39,2016/8/7 20:55,330,1,18688880280
816,1160,6,1487,1008,419,10,419,2016/8/27 11:35,2016/8/27 11:43,330,1,18688880229
196,1545,6,1411,1012,420,13,420,2016/8/17 11:29,2016/8/17 11:49,328,1,18688880744
1047,1029,4,1485,1006,421,11,421,2016/8/21 20:56,2016/8/21 21:02,330,1,18688880048
1039,1010,4,1484,1005,421,11,421,2016/8/28 20:28,2016/8/28 20:44,330,1,18688880029
1110,1508,3,1511,1032,424,12,424,2016/8/13 18:21,2016/8/13 18:31,330,1,18688880707
308,1229,4,1407,1008,425,13,425,2016/8/13 13:05,2016/8/13 13:23,328,1,18688880427
790,1362,4,1501,1022,425,16,425,2016/8/21 13:57,2016/8/21 14:11,330,1,18688880561
801,1026,4,1502,1023,425,8,425,2016/8/28 12:29,2016/8/28 12:40,330,1,18688880045
732,1153,5,1487,1008,426,14,426,2016/8/10 20:14,2016/8/10 20:19,330,1,18688880282
594,1402,6,1503,1024,427,8,427,2016/8/7 17:54,2016/8/7 17:59,330,1,18688880601
1208,1182,2,1481,1002,430,12,430,2016/8/7 21:35,2016/8/7 21:44,330,1,18688880361
1005,1016,5,465,1007,430,9,430,2016/8/27 19:26,2016/8/27 19:37,304,1,18688880035
1316,1149,4,1483,1004,430,9,430,2016/8/28 21:59,2016/8/28 22:10,330,1,18688880325
462,1187,7,1490,1011,431,13,431,2016/8/1 18:45,2016/8/1 18:49,330,1,18688880366
701,1550,6,1489,1010,431,11,431,2016/8/14 21:37,,330,0,18688880749
630,1173,8,1492,1013,432,7,432,2016/8/12 20:27,2016/8/12 20:41,330,1,18688880352
1229,1559,5,1489,1010,432,14,432,2016/8/13 21:12,2016/8/13 21:19,330,1,18688880758
785,1104,4,1484,1005,433,11,433,2016/8/27 12:02,2016/8/27 12:15,330,1,18688880310
484,1454,4,1502,1023,435,12,435,2016/8/6 18:01,2016/8/6 18:14,330,1,18688880653
1187,1075,6,1489,1010,435,18,435,2016/8/28 19:36,2016/8/28 19:52,330,1,18688880101
1137,1535,3,1512,1033,436,11,436,2016/8/20 19:49,2016/8/20 19:56,330,1,18688880734
587,1095,8,1518,1039,438,8,438,2016/8/11 18:16,2016/8/11 18:23,330,1,18688880174
1324,1380,8,1507,1028,438,13,438,2016/8/20 18:52,2016/8/20 18:59,330,1,18688880579
1315,1119,5,1489,1010,439,13,439,2016/8/13 20:32,2016/8/13 20:39,330,1,18688880315
1096,1464,3,1484,1005,440,13,440,2016/8/7 21:34,2016/8/7 21:28,330,1,18688880663
748,1137,6,1486,1007,441,10,441,2016/8/9 18:40,2016/8/9 18:54,330,1,18688880266
486,1156,7,1492,1013,443,12,443,2016/8/1 20:31,2016/8/1 20:36,330,1,18688880285
454,1473,10,1495,1016,444,13,444,2016/8/7 19:03,2016/8/7 19:14,330,1,18688880672
1309,1443,6,1486,1007,445,15,445,2016/8/6 20:51,2016/8/6 20:59,330,1,18688880642
876,1271,6,1492,1013,445,15,445,2016/8/20 12:18,2016/8/20 12:30,330,1,18688880469
1255,1417,8,1491,1012,446,12,446,2016/8/20 17:57,2016/8/20 17:26,330,1,18688880616
206,1002,4,1405,1006,447,9,447,2016/8/26 13:14,2016/8/26 13:19,328,1,18688880021
1045,1151,2,1482,1003,447,10,447,2016/8/28 21:05,2016/8/28 21:20,330,1,18688880226
1147,1211,5,1488,1009,448,11,448,2016/8/11 17:03,2016/8/11 17:21,330,1,18688880410
556,1114,4,1505,1026,449,10,449,2016/8/27 20:48,2016/8/27 20:59,330,1,18688880114
170,1539,4,1404,1005,450,12,450,2016/8/12 13:33,2016/8/12 13:39,328,1,18688880738
1106,1190,8,1490,1011,450,9,450,2016/8/20 20:42,2016/8/20 20:56,330,1,18688880369
418,1117,4,1485,1006,451,4,451,2016/8/24 13:00,2016/8/24 13:10,330,1,18688880115
403,1108,8,1490,1011,451,9,451,2016/8/26 11:24,2016/8/26 11:43,330,1,18688880112
714,1342,6,1488,1009,452,16,452,2016/8/19 21:53,2016/8/19 21:58,330,1,18688880541
697,1098,6,1487,1008,452,12,452,2016/8/29 21:27,2016/8/29 21:45,330,1,18688880308
739,1185,5,1486,1007,455,14,455,2016/8/7 17:24,2016/8/7 17:35,330,1,18688880364
529,1418,6,1487,1008,455,9,455,2016/8/21 18:02,2016/8/21 18:33,330,1,18688880617
1097,1077,2,1481,1002,455,19,455,2016/8/27 20:44,2016/8/27 20:50,330,1,18688880301
567,1406,6,1487,1008,456,14,456,2016/8/14 20:15,2016/8/14 20:22,330,1,18688880605
1217,1015,2,1481,1002,456,12,456,2016/8/20 19:11,2016/8/20 19:24,330,1,18688880034
345,984,6,1411,1012,456,15,456,2016/8/25 11:32,2016/8/25 11:46,328,1,18688880003
320,1538,3,1421,1022,457,7,457,2016/8/3 13:03,2016/8/3 13:18,328,1,18688880737
848,1131,6,1489,1010,458,10,458,2016/8/6 13:41,2016/8/6 13:47,330,1,18688880260
1082,1157,4,1484,1005,458,15,458,2016/8/6 20:29,2016/8/6 20:41,330,1,18688880286
1321,1078,6,1487,1008,458,7,458,2016/8/20 17:25,2016/8/20 17:30,330,1,18688880102
1245,1122,9,1495,1016,459,15,459,2016/8/13 18:20,2016/8/13 18:34,330,1,18688880316
606,1108,8,1518,1039,459,13,459,2016/8/27 19:32,2016/8/27 19:19,330,1,18688880112
658,1021,3,1485,1006,459,15,459,2016/8/28 17:56,2016/8/28 18:05,330,1,18688880040
603,1102,3,1485,1006,459,11,459,2016/8/30 19:30,2016/8/30 19:45,330,1,18688880110
397,1347,5,1488,1009,460,10,460,2016/8/17 12:39,2016/8/17 12:59,330,1,18688880546
1289,1261,6,1488,1009,465,6,465,2016/8/14 19:15,2016/8/14 19:19,330,1,18688880459
1200,1149,3,1500,1021,465,9,465,2016/8/27 18:34,2016/8/27 18:41,330,1,18688880325
335,1007,5,1412,1013,465,11,465,2016/8/28 11:53,2016/8/28 11:59,328,1,18688880026
180,1023,4,1405,1006,465,14,465,2016/8/29 11:16,2016/8/29 11:21,328,1,18688880042
415,1166,4,1502,1023,466,10,466,2016/8/1 12:51,2016/8/1 13:08,330,1,18688880231
858,1028,4,1484,1005,467,12,467,2016/8/28 12:31,2016/8/28 12:44,330,1,18688880047
272,1007,5,1401,1035,469,13,469,2016/8/15 12:59,2016/8/15 13:05,328,1,18688880026
382,1206,6,1486,1007,470,10,470,2016/8/5 12:38,2016/8/5 12:48,330,1,18688880405
1219,1153,10,1497,1018,470,15,470,2016/8/28 17:06,2016/8/28 17:23,330,1,18688880127
909,991,4,1483,1004,471,4,471,2016/8/7 21:25,2016/8/7 21:30,330,1,18688880010
586,1103,10,1497,1018,471,17,471,2016/8/19 20:29,2016/8/19 20:44,330,1,18688880182
1261,1363,10,1495,1016,472,12,472,2016/8/20 20:23,2016/8/20 20:30,330,1,18688880562
502,1028,10,1496,1017,473,11,473,2016/8/5 20:56,2016/8/5 21:12,330,1,18688880047
767,1137,4,1484,1005,473,8,473,2016/8/22 18:24,2016/8/22 18:41,330,1,18688880321
258,1282,6,1437,1038,474,13,474,2016/8/18 13:20,2016/8/18 13:24,328,1,18688880481
507,1128,8,1506,1027,474,10,474,2016/8/31 17:50,2016/8/31 18:00,330,2,18688880318
718,1221,4,1484,1005,475,9,475,2016/8/14 17:02,2016/8/14 17:13,330,1,18688880420
528,1033,7,1508,1029,475,9,475,2016/8/17 19:13,2016/8/17 19:31,330,1,18688880052
1017,1034,5,1486,1007,475,15,475,2016/8/28 17:33,2016/8/28 17:38,330,1,18688880053
1074,1254,6,1487,1008,477,10,477,2016/8/13 17:48,2016/8/13 18:01,330,1,18688880452
1123,1122,8,1494,1015,480,12,480,2016/8/7 18:05,2016/8/7 18:12,330,1,18688880316
509,1174,5,1489,1010,481,11,481,2016/8/13 21:47,2016/8/13 21:52,330,1,18688880353
789,1080,4,1486,1007,481,9,481,2016/8/28 11:06,2016/8/28 11:10,330,1,18688880302
760,1306,6,1489,1010,482,10,482,2016/8/17 21:55,2016/8/17 22:12,330,1,18688880505
1307,1088,8,1491,1012,482,11,482,2016/8/27 17:58,2016/8/27 18:09,330,1,18688880205
275,1318,2,1422,1002,484,5,484,2016/8/13 12:32,2016/8/13 12:36,328,1,18688880517
788,1407,3,1484,1005,484,12,484,2016/8/20 12:32,2016/8/20 12:47,330,1,18688880606
1025,1082,5,1495,1016,484,13,484,2016/8/28 18:05,2016/8/28 19:00,330,1,18688880203
478,1099,7,1492,1013,485,15,485,2016/8/9 20:04,2016/8/9 20:10,330,1,18688880178
1038,1139,2,1481,1002,486,13,486,2016/8/6 17:20,2016/8/6 17:27,330,1,18688880222
1018,1152,4,1484,1005,487,5,487,2016/8/14 17:45,2016/8/14 17:51,330,1,18688880281
1124,1077,5,1505,1026,487,14,487,2016/8/21 21:15,2016/8/21 21:18,330,1,18688880301
1042,1089,6,1486,1007,491,11,491,2016/8/21 21:03,2016/8/21 21:16,330,1,18688880305
1205,1150,6,1488,1009,492,13,492,2016/8/21 19:08,2016/8/21 19:15,330,1,18688880126
326,987,8,1417,1018,494,13,494,2016/8/26 11:20,2016/8/26 11:39,328,1,18688880006
824,1601,3,1484,1005,495,8,495,2016/8/6 11:16,2016/8/6 11:47,330,1,18688880800
880,1112,5,1486,1007,495,9,495,2016/8/28 13:52,2016/8/28 14:08,330,1,18688880213
650,1212,3,1485,1006,498,15,498,2016/8/2 18:19,2016/8/2 18:27,330,1,18688880411
835,1073,6,1486,1007,499,11,499,2016/8/27 13:43,2016/8/27 13:50,330,1,18688880098
1264,1482,6,1488,1009,500,10,500,2016/8/7 17:52,2016/8/7 18:04,330,1,18688880681
1276,1516,4,1483,1004,500,8,500,2016/8/14 20:21,2016/8/14 20:29,330,1,18688880715
547,1018,3,1485,1006,501,16,501,2016/8/4 17:35,2016/8/4 17:55,330,1,18688880037
1090,1346,3,1485,1006,502,13,502,2016/8/13 17:24,2016/8/13 17:40,330,1,18688880545
711,1034,6,1486,1007,503,7,503,2016/8/7 20:42,2016/8/7 20:58,330,1,18688880053
818,1109,4,1484,1005,503,8,503,2016/8/13 13:25,2016/8/13 13:37,330,1,18688880188
501,1158,6,1515,1036,504,15,504,2016/8/24 19:12,2016/8/24 19:30,330,1,18688880328
1254,1127,2,1480,1001,505,13,505,2016/8/21 17:48,2016/8/21 18:01,330,1,18688880218
388,1068,10,1509,1030,505,16,505,2016/8/22 13:29,2016/8/22 13:43,330,1,18688880093
725,1236,5,1489,1010,506,10,506,2016/8/18 19:57,2016/8/18 20:09,330,1,18688880434
831,1096,5,1488,1009,507,13,507,2016/8/5 12:33,2016/8/5 12:49,330,1,18688880175
1314,1130,8,1490,1011,508,12,508,2016/8/6 21:32,2016/8/6 21:38,330,1,18688880259
1291,1126,6,1486,1007,508,16,508,2016/8/21 20:11,2016/8/21 20:28,330,1,18688880118
623,1108,2,1480,1001,510,15,510,2016/8/12 19:05,2016/8/12 19:16,330,1,18688880187
433,1109,8,1490,1011,511,14,511,2016/8/1 13:38,2016/8/1 13:50,330,1,18688880212
684,1094,8,1492,1013,511,9,511,2016/8/12 18:05,2016/8/12 18:28,330,1,18688880173
654,1073,6,1489,1010,511,16,511,2016/8/13 19:11,2016/8/13 19:17,330,1,18688880098
1102,1199,2,1480,1001,511,8,511,2016/8/20 18:15,2016/8/20 18:21,330,1,18688880378
910,1151,6,1487,1008,511,8,511,2016/8/27 20:37,2016/8/27 20:54,330,1,18688880226
370,1121,6,1490,1011,512,11,512,2016/8/21 11:47,2016/8/21 11:55,330,1,18688880216
1162,1447,2,1482,1003,513,14,513,2016/8/7 20:21,2016/8/7 20:34,330,1,18688880646
809,1103,5,1487,1008,514,15,514,2016/8/14 11:37,2016/8/14 11:40,330,1,18688880210
659,1119,6,1505,1026,515,16,515,2016/8/26 17:49,2016/8/26 17:58,330,1,18688880315
882,1192,6,1487,1008,516,10,516,2016/8/13 12:39,2016/8/13 12:50,330,1,18688880371
